lead_organization,implementing_partner,sub_cluster,response_activity,quantity_planned,quantity_delivered,province,district,indicator,beneficiary_type,no_of_individual_targeted,total_no_of_individuals_reached,no_of_girls_reached,no_of_boys_reached,no_of_women_reached,no_of_men_reached,status,funding_source,intial_4w_recotd,admin3_limit_test,short_name,admin3_p_code,start,start_dow,start_month,start_year,end_year,last_updated_year,month
CAFOD,Caritas Mutare,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,60,213,Manicaland,Chimanimani,# of people receiving WASH NFI kits,IDP & General Population,600,853,76,68,462,391,Ongoing,UN-DECLARED,116,23,CAFOD-Caritas,ZW110217,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.2 - Household level hygiene promotion activities,60,300,Manicaland,Chimanimani,# of people receiving sanitation and hygiene messages,IDP & General Population,600,150,76,68,73,77,Ongoing,UN-DECLARED,117,23,CAFOD-Caritas,ZW110221,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,60,300,Manicaland,Chimanimani,# of people receiving WASH NFI kits,IDP & General Population,600,150,76,68,73,77,Ongoing,UN-DECLARED,118,23,CAFOD-Caritas,ZW110221,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.2 - Household level hygiene promotion activities,60,170,Manicaland,Chimanimani,# of people receiving sanitation and hygiene messages,IDP & General Population,600,850,76,68,578,272,Ongoing,UN-DECLARED,119,23,CAFOD-Caritas,ZW110222,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,60,170,Manicaland,Chimanimani,# of people receiving WASH NFI kits,IDP & General Population,600,850,76,68,578,272,Ongoing,UN-DECLARED,120,23,CAFOD-Caritas,ZW110222,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.2 - Household level hygiene promotion activities,60,200,Manicaland,Chimanimani,# of people receiving sanitation and hygiene messages,IDP & General Population,600,898,76,68,589,309,Ongoing,UN-DECLARED,121,23,CAFOD-Caritas,ZW110223,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,60,200,Manicaland,Chimanimani,# of people receiving WASH NFI kits,IDP & General Population,600,898,76,68,589,309,Ongoing,UN-DECLARED,122,23,CAFOD-Caritas,ZW110223,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.2 - Household level hygiene promotion activities,105,105,Manicaland,Chipinge,# of people receiving sanitation and hygiene messages,IDP & General Population,600,609,76,68,57,58,Ongoing,UN-DECLARED,123,30,CAFOD-Caritas,ZW110315,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,105,105,Manicaland,Chipinge,# of people receiving WASH NFI kits,IDP & General Population,600,609,76,68,338,271,Ongoing,UN-DECLARED,124,30,CAFOD-Caritas,ZW110315,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.2 - Household level hygiene promotion activities,44.5,15,Manicaland,Chipinge,# of people receiving sanitation and hygiene messages,IDP & General Population,750,436,76,68,340,283,Ongoing,UN-DECLARED,127,30,CAFOD-Caritas,ZW110313,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Manicaland,Chipinge,# of people receiving WASH NFI kits,IDP & General Population,750,436,76,68,57,58,Ongoing,UN-DECLARED,128,30,CAFOD-Caritas,ZW110313,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.2 - Household level hygiene promotion activities,44.5,15,Manicaland,Chipinge,# of people receiving sanitation and hygiene messages,IDP & General Population,750,436,76,68,57,58,Ongoing,UN-DECLARED,129,30,CAFOD-Caritas,ZW110308,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Manicaland,Chipinge,# of people receiving WASH NFI kits,IDP & General Population,750,436,76,68,57,58,Ongoing,UN-DECLARED,130,30,CAFOD-Caritas,ZW110308,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.2 - Household level hygiene promotion activities,44.5,15,Manicaland,Chipinge,# of people receiving sanitation and hygiene messages,IDP & General Population,750,436,76,68,57,58,Ongoing,UN-DECLARED,131,30,CAFOD-Caritas,ZW110307,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Manicaland,Chipinge,# of people receiving WASH NFI kits,IDP & General Population,750,436,76,68,57,58,Ongoing,UN-DECLARED,132,30,CAFOD-Caritas,ZW110307,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.2 - Household level hygiene promotion activities,44.5,15,Manicaland,Chipinge,# of people receiving sanitation and hygiene messages,IDP & General Population,750,436,76,68,57,58,Ongoing,UN-DECLARED,133,30,CAFOD-Caritas,ZW110301,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Manicaland,Chipinge,# of people receiving WASH NFI kits,IDP & General Population,750,436,76,68,57,58,Ongoing,UN-DECLARED,134,30,CAFOD-Caritas,ZW110301,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.2 - Household level hygiene promotion activities,100,100,Manicaland,Buhera,# of people receiving sanitation and hygiene messages,IDP & General Population,500,492,76,68,303,189,Ongoing,UN-DECLARED,137,33,CAFOD-Caritas,ZW110129,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,100,100,Manicaland,Buhera,# of people receiving WASH NFI kits,IDP & General Population,500,492,76,68,303,189,Ongoing,UN-DECLARED,138,33,CAFOD-Caritas,ZW110129,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.2 - Household level hygiene promotion activities,100,100,Manicaland,Buhera,# of people receiving sanitation and hygiene messages,IDP & General Population,500,592,76,68,320,272,Ongoing,UN-DECLARED,139,33,CAFOD-Caritas,ZW110133,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
CAFOD,Caritas Mutare,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,100,100,Manicaland,Buhera,# of people receiving WASH NFI kits,IDP & General Population,500,592,76,68,320,272,Ongoing,UN-DECLARED,140,33,CAFOD-Caritas,ZW110133,2019-03-19,2019-03-17,Mar,2019,2021,2019,2019-03-01
Christian Aid,Christian Aid,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,10,10,Manicaland,Chipinge,# of people receiving WASH NFI kits,"Most vulnerable (HH, PLW, young girls/women)",53,53,6,8,5,18,Ongoing,CHRISTIAN AID,208,30,CA,ZW110305,2019-03-29,2019-03-24,Mar,2019,2019,2019,2019-03-01
Christian Aid,Christian Aid,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,20,20,Manicaland,Chipinge,# of people receiving WASH NFI kits,"Most vulnerable (HH, PLW, young girls/women)",100,100,76,68,57,58,Ongoing,CHRISTIAN AID,209,30,CA,ZW110309,2019-03-29,2019-03-24,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Water,2.3 - Distribution of household water treatment materials / products,44.5,15,Masvingo,Zaka,# of people with access to safe & sufficient quantity of water,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,82,34,CC-DDF,ZW180703,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Water,2.3 - Distribution of household water treatment materials / products,44.5,15,Masvingo,Zaka,# of people with access to safe & sufficient quantity of water,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,83,34,CC-DDF,ZW180705,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Water,2.3 - Distribution of household water treatment materials / products,44.5,15,Masvingo,Zaka,# of people with access to safe & sufficient quantity of water,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,84,34,CC-DDF,ZW180706,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Water,2.3 - Distribution of household water treatment materials / products,44.5,15,Masvingo,Zaka,# of people with access to safe & sufficient quantity of water,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,85,34,CC-DDF,ZW180707,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Water,2.3 - Distribution of household water treatment materials / products,44.5,15,Masvingo,Zaka,# of people with access to safe & sufficient quantity of water,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,86,34,CC-DDF,ZW180714,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Water,2.3 - Distribution of household water treatment materials / products,44.5,15,Masvingo,Zaka,# of people with access to safe & sufficient quantity of water,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,87,34,CC-DDF,ZW180715,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Water,2.3 - Distribution of household water treatment materials / products,44.5,15,Masvingo,Zaka,# of people with access to safe & sufficient quantity of water,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,91,34,CC-DDF,ZW180722,2019-03-22,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Water,2.3 - Distribution of household water treatment materials / products,44.5,15,Masvingo,Zaka,# of people with access to safe & sufficient quantity of water,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,93,34,CC-DDF,ZW180727,2019-03-22,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Hygiene,4.2 - Household level hygiene promotion activities,44.5,15,Masvingo,Zaka,# of people receiving sanitation and hygiene messages,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,1,34,CC-DDF,ZW180703,2019-03-22,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Hygiene,4.2 - Household level hygiene promotion activities,44.5,15,Masvingo,Zaka,# of people receiving sanitation and hygiene messages,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,2,34,CC-DDF,ZW180705,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Hygiene,4.2 - Household level hygiene promotion activities,44.5,15,Masvingo,Zaka,# of people receiving sanitation and hygiene messages,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,3,34,CC-DDF,ZW180706,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Hygiene,4.2 - Household level hygiene promotion activities,44.5,15,Masvingo,Zaka,# of people receiving sanitation and hygiene messages,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,4,34,CC-DDF,ZW180707,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Hygiene,4.2 - Household level hygiene promotion activities,44.5,15,Masvingo,Zaka,# of people receiving sanitation and hygiene messages,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,5,34,CC-DDF,ZW180714,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Hygiene,4.2 - Household level hygiene promotion activities,44.5,15,Masvingo,Zaka,# of people receiving sanitation and hygiene messages,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,6,34,CC-DDF,ZW180715,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Hygiene,4.2 - Household level hygiene promotion activities,44.5,15,Masvingo,Zaka,# of people receiving sanitation and hygiene messages,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,10,34,CC-DDF,ZW180722,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Hygiene,4.2 - Household level hygiene promotion activities,44.5,15,Masvingo,Zaka,# of people receiving sanitation and hygiene messages,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,12,34,CC-DDF,ZW180727,2019-03-22,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Masvingo,Zaka,# of people receiving WASH NFI kits,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,13,34,CC-DDF,ZW180703,2019-03-22,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Masvingo,Zaka,# of people receiving WASH NFI kits,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,14,34,CC-DDF,ZW180705,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Masvingo,Zaka,# of people receiving WASH NFI kits,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,15,34,CC-DDF,ZW180706,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Masvingo,Zaka,# of people receiving WASH NFI kits,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,16,34,CC-DDF,ZW180707,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Masvingo,Zaka,# of people receiving WASH NFI kits,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,17,34,CC-DDF,ZW180714,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Masvingo,Zaka,# of people receiving WASH NFI kits,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,18,34,CC-DDF,ZW180715,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Masvingo,Zaka,# of people receiving WASH NFI kits,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,22,34,CC-DDF,ZW180722,2019-03-20,2019-03-17,Mar,2019,2019,2019,2019-03-01
Christian Care,DDF,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Masvingo,Zaka,# of people receiving WASH NFI kits,General Population,500,369,76,68,57,58,Ongoing,UN-DECLARED,24,34,CC-DDF,ZW180727,2019-03-22,2019-03-17,Mar,2019,2019,2019,2019-03-01
ActionAid Zimbabwe,Face Zimbabwe,Water,2.4 - Rehabilitation and disinfection of existing water points,1,15,Manicaland,Makoni,# of people with access to safe & sufficient quantity of water,School Aged Children,230,436,76,68,57,58,Planned,ACTIONAID ZIMBABWE,3,39,AAZ-FZ,ZW110427,2019-05-10,2019-05-05,May,2019,2019,2019,2019-05-01
UNICEF,GOAL,Water,2.3 - Distribution of household water treatment materials / products,44.5,15,Manicaland,Chipinge,# of people with access to safe & sufficient quantity of water,IDP & General Population,2500,1750,76,68,980,770,Ongoing,UNICEF,6,30,UNICEF-GOAL,ZW110302,2019-03-19,2019-03-17,Mar,2019,2019,2019,2019-03-01
UNICEF,GOAL,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Manicaland,Chipinge,# of people receiving WASH NFI kits,IDP & General Population,750,895,76,68,528,367,Ongoing,UNICEF,7,30,UNICEF-GOAL,ZW110303,2019-03-19,2019-03-17,Mar,2019,2019,2019,2019-03-01
UNICEF,GOAL,Water,2.3 - Distribution of household water treatment materials / products,44.5,15,Manicaland,Chipinge,# of people with access to safe & sufficient quantity of water,IDP & General Population,750,1900,76,68,1273,627,Ongoing,UNICEF,8,30,UNICEF-GOAL,ZW110306,2019-03-19,2019-03-17,Mar,2019,2019,2019,2019-03-01
UNICEF,GOAL,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Manicaland,Chipinge,# of people receiving WASH NFI kits,IDP & General Population,750,655,76,68,445,210,Ongoing,UNICEF,9,30,UNICEF-GOAL,ZW110307,2019-03-19,2019-03-17,Mar,2019,2019,2019,2019-03-01
UNICEF,GOAL,Water,2.3 - Distribution of household water treatment materials / products,44.5,15,Manicaland,Chipinge,# of people with access to safe & sufficient quantity of water,IDP & General Population,6330,625,76,68,57,58,Ongoing,UNICEF,10,30,UNICEF-GOAL,ZW110309,2019-03-19,2019-03-17,Mar,2019,2019,2019,2019-03-01
UNICEF,GOAL,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Manicaland,Chipinge,# of people receiving WASH NFI kits,IDP & General Population,1150,172,76,68,57,58,Ongoing,UNICEF,11,30,UNICEF-GOAL,ZW110312,2019-03-19,2019-03-17,Mar,2019,2019,2019,2019-03-01
UNICEF,GOAL,Water,2.3 - Distribution of household water treatment materials / products,44.5,15,Manicaland,Chipinge,# of people with access to safe & sufficient quantity of water,IDP & General Population,3465,845,76,68,57,58,Ongoing,UNICEF,12,30,UNICEF-GOAL,ZW110313,2019-03-19,2019-03-17,Mar,2019,2019,2019,2019-03-01
UNICEF,GOAL,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Manicaland,Chipinge,# of people receiving WASH NFI kits,IDP & General Population,4500,589,76,68,57,58,Ongoing,UNICEF,15,30,UNICEF-GOAL,ZW110309,2019-03-19,2019-03-17,Mar,2019,2019,2019,2019-03-01
UNICEF,GOAL,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,2080,3046,Manicaland,Chipinge,# of people receiving WASH NFI kits,IDP & General Population,1430,1430,225,170,806,229,Completed,UN-DECLARED,23,30,UNICEF-GOAL,ZW110304,2019-04-25,2019-04-21,Apr,2019,2019,2019,2019-04-01
UNICEF,GOAL,Hygiene,4.5 - Procurement and distribution of WASH Hygiene kits,62,62,Manicaland,Chipinge,"# of people receiving Hygiene kits (family kit, female dignity kit)",School Aged Children,1167,1167,511,656,0,0,Completed,UN-DECLARED,26,30,UNICEF-GOAL,ZW110314,2019-05-08,2019-05-05,May,2019,2019,2019,2019-05-01
UNICEF,GOAL,Hygiene,4.5 - Procurement and distribution of WASH Hygiene kits,44,44,Manicaland,Chipinge,"# of people receiving Hygiene kits (family kit, female dignity kit)",School Aged Children,983,983,467,516,0,0,Completed,UN-DECLARED,28,30,UNICEF-GOAL,ZW110311,2019-05-08,2019-05-05,May,2019,2019,2019,2019-05-01
UNICEF,GOAL,Hygiene,4.5 - Procurement and distribution of WASH Hygiene kits,26,26,Manicaland,Chipinge,"# of people receiving Hygiene kits (family kit, female dignity kit)",School Aged Children,909,909,472,437,0,0,Completed,UN-DECLARED,29,30,UNICEF-GOAL,ZW110312,2019-05-09,2019-05-05,May,2019,2019,2019,2019-05-01
UNICEF,GOAL,Hygiene,4.5 - Procurement and distribution of WASH Hygiene kits,128,128,Manicaland,Chipinge,"# of people receiving Hygiene kits (family kit, female dignity kit)",School Aged Children,3325,3325,1545,1780,0,0,Completed,UN-DECLARED,30,30,UNICEF-GOAL,ZW110315,2019-05-09,2019-05-05,May,2019,2019,2019,2019-05-01
UNICEF,GOAL,Sanitation,Other Sanitation,44.5,15,Manicaland,Chipinge,# of people reached with other WASH services,School Aged Children,1066,1066,541,525,17,21,Completed,UN-DECLARED,31,30,UNICEF-GOAL,ZW110306,2019-05-04,2019-04-28,May,2019,2019,2019,2019-05-01
UNICEF,GOAL,Sanitation,Other Sanitation,44.5,15,Manicaland,Chipinge,# of people reached with other WASH services,School Aged Children,529,529,230,299,5,5,Completed,UN-DECLARED,32,30,UNICEF-GOAL,ZW110308,2019-05-05,2019-05-05,May,2019,2019,2019,2019-05-01
UNICEF,GOAL,Sanitation,Other Sanitation,44.5,15,Manicaland,Chipinge,# of people reached with other WASH services,School Aged Children,1031,1031,487,534,12,11,Completed,UN-DECLARED,33,30,UNICEF-GOAL,ZW110314,2019-05-06,2019-05-05,May,2019,2019,2019,2019-05-01
UNICEF,GOAL,Sanitation,Other Sanitation,44.5,15,Manicaland,Chipinge,# of people reached with other WASH services,School Aged Children,2871,2871,1251,1420,27,29,Completed,UN-DECLARED,34,30,UNICEF-GOAL,ZW110315,2019-05-07,2019-05-05,May,2019,2019,2019,2019-05-01
UNICEF,GOAL,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Manicaland,Chipinge,# of people receiving WASH NFI kits,School Aged Children,1488,1488,716,772,57,58,Completed,UN-DECLARED,37,30,UNICEF-GOAL,ZW110302,2019-05-09,2019-05-05,May,2019,2019,2019,2019-05-01
UNICEF,GOAL,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Manicaland,Chipinge,# of people receiving WASH NFI kits,School Aged Children,750,1208,588,620,13,12,Completed,UN-DECLARED,38,30,UNICEF-GOAL,ZW110309,2019-05-09,2019-05-05,May,2019,2019,2019,2019-05-01
UNICEF,GOAL,Hygiene,4.5 - Procurement and distribution of WASH Hygiene kits,40,40,Manicaland,Chipinge,"# of people receiving Hygiene kits (family kit, female dignity kit)",School Aged Children,880,880,424,433,13,10,Completed,UN-DECLARED,39,30,UNICEF-GOAL,ZW110306,2019-05-21,2019-05-19,May,2019,2019,2019,2019-05-01
UNICEF,GOAL,Hygiene,4.5 - Procurement and distribution of WASH Hygiene kits,44,44,Manicaland,Chipinge,"# of people receiving Hygiene kits (family kit, female dignity kit)",School Aged Children,876,876,434,424,7,11,Completed,UN-DECLARED,40,30,UNICEF-GOAL,ZW110308,2019-05-21,2019-05-19,May,2019,2019,2019,2019-05-01
UNICEF,GOAL,Hygiene,4.2 - Household level hygiene promotion activities,29,29,Manicaland,Chipinge,# of people receiving sanitation and hygiene messages,General Population,29,29,0,0,26,3,Completed,UN-DECLARED,47,30,UNICEF-GOAL,ZW110318,2019-05-24,2019-05-19,May,2019,2019,2019,2019-05-01
UNICEF,GOAL,Water,Other Water,4,4,Manicaland,Chipinge,# of people reached with other WASH services,General Population,4,4,0,0,0,58,Completed,UN-DECLARED,49,30,UNICEF-GOAL,ZW110304,2019-05-21,2019-05-19,May,2019,2019,2019,2019-05-01
UNICEF,GOAL,Water,Other Water,4,4,Manicaland,Chipinge,# of people reached with other WASH services,General Population,4,4,0,0,0,4,Completed,UN-DECLARED,51,30,UNICEF-GOAL,ZW110322,2019-05-21,2019-05-19,May,2019,2019,2019,2019-05-01
UNICEF,GOAL,Hygiene,4.2 - Household level hygiene promotion activities,44.5,15,Manicaland,Chipinge,# of people receiving sanitation and hygiene messages,General Population,675,675,101,63,290,101,Ongoing,UN-DECLARED,54,30,UNICEF-GOAL,ZW110318,2019-05-23,2019-05-19,May,2019,2019,2019,2019-05-01
UNICEF,GOAL,Hygiene,4.2 - Household level hygiene promotion activities,44.5,15,Manicaland,Chipinge,# of people receiving sanitation and hygiene messages,General Population,1228,1228,221,283,544,283,Ongoing,UN-DECLARED,56,30,UNICEF-GOAL,ZW110304,2019-05-23,2019-05-19,May,2019,2019,2019,2019-05-01
Help from Germany,Help from Germany,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,500,15,Manicaland,Chipinge,# of people receiving WASH NFI kits,IDP,750,436,76,68,57,58,Ongoing,ADH,66,30,HfG,ZW110313,2019-04-19,2019-04-14,Apr,2019,2019,2019,2019-04-01
Higherlife Foundation,HIgherlife Econet Wireless,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Manicaland,Chimanimani,# of people receiving WASH NFI kits,IDP & General Population,6430,740,76,68,57,58,Ongoing,ECONET,257,23,HF-HEW,ZW110210,2019-04-10,2019-04-07,Apr,2019,2019,2019,2019-04-01
Higherlife Foundation,HIgherlife Econet Wireless,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,44.5,15,Manicaland,Chimanimani,# of people receiving WASH NFI kits,IDP & General Population,6435,740,76,68,57,58,Ongoing,ECONET,258,23,HF-HEW,ZW110211,2019-04-10,2019-04-07,Apr,2019,2019,2019,2019-04-01
Higherlife Foundation,HIgherlife Econet Wireless,Water,2.3 - Distribution of household water treatment materials / products,44.5,15,Manicaland,Chimanimani,# of people with access to safe & sufficient quantity of water,IDP & General Population,6430,740,76,68,57,58,Ongoing,UN-DECLARED,190,23,HF-HEW,ZW110210,2019-04-10,2019-04-07,Apr,2019,2019,2019,2019-04-01
Higherlife Foundation,HIgherlife Econet Wireless,Water,2.3 - Distribution of household water treatment materials / products,44.5,15,Manicaland,Chimanimani,# of people with access to safe & sufficient quantity of water,IDP & General Population,6435,740,76,68,57,58,Ongoing,UN-DECLARED,191,23,HF-HEW,ZW110211,2019-04-10,2019-04-07,Apr,2019,2019,2019,2019-04-01
Higherlife Foundation,HIgherlife Econet Wireless,Water,2.5 - Construction of new water sources,5,15,Manicaland,Chimanimani,# of people with access to safe & sufficient quantity of water,IDP & General Population,750,436,76,68,57,58,Ongoing,UN-DECLARED,192,23,HF-HEW,ZW110210,2019-04-10,2019-04-07,Apr,2019,2019,2019,2019-04-01
Higherlife Foundation,HIgherlife Econet Wireless,Water,2.5 - Construction of new water sources,5,15,Manicaland,Chimanimani,# of people with access to safe & sufficient quantity of water,IDP & General Population,750,436,76,68,57,58,Ongoing,UN-DECLARED,193,23,HF-HEW,ZW110211,2019-04-10,2019-04-07,Apr,2019,2019,2019,2019-04-01
International Rescue Committee,International Rescue Committee,Hygiene,4.2 - Household level hygiene promotion activities,44.5,15,Manicaland,Chimanimani,# of people receiving sanitation and hygiene messages,General Population,3300,764,254,186,167,157,Ongoing,IRC,193,23,IRC,ZW110210,2019-04-08,2019-04-07,Apr,2019,2019,2019,2019-04-01
International Rescue Committee,International Rescue Committee,Water,Other Water,44.5,15,Manicaland,Chimanimani,# of people reached with other WASH services,General Population,3300,436,76,68,57,58,Planned,IRC,194,23,IRC,ZW110210,2019-04-08,2019-04-07,Apr,2019,2019,2019,2019-04-01
International Rescue Committee,International Rescue Committee,Hygiene,4.5 - Procurement and distribution of WASH Hygiene kits,44.5,15,Manicaland,Chimanimani,"# of people receiving Hygiene kits (family kit, female dignity kit)",General Population,3300,397,159,115,67,56,Planned,IRC,195,23,IRC,ZW110210,2019-04-08,2019-04-07,Apr,2019,2019,2019,2019-04-01
International Rescue Committee,International Rescue Committee,Sanitation,3.1 - Installation and/or management of latrines,165,15,Manicaland,Chimanimani,# of people with access to appropriate sanitation,General Population,3300,436,76,68,57,58,Planned,IRC,202,23,IRC,ZW110210,2019-04-10,2019-04-07,Apr,2019,2019,2019,2019-04-01
International Rescue Committee,International Rescue Committee,Hygiene,4.2 - Household level hygiene promotion activities,184,184,Manicaland,Chimanimani,# of people receiving sanitation and hygiene messages,"Most vulnerable (HH, PLW, young girls/women)",3300,975,346,318,171,140,Ongoing,IRC,196,23,IRC,ZW110212,2019-04-20,2019-04-14,Apr,2019,2019,2019,2019-04-01
International Rescue Committee,International Rescue Committee,Water,Other Water,44.5,15,Manicaland,Chimanimani,# of people reached with other WASH services,General Population,3300,436,76,68,57,58,Planned,IRC,197,23,IRC,ZW110212,2019-04-08,2019-04-07,Apr,2019,2019,2019,2019-04-01
